Job_Id,Designation,Required Skills,Max Exp (in months),Max Exp (in months)
19025,Java Engineer,Java/OO/SIP/Spring/Oracle,6 - 9 yrs,
19026,"Technical Project Manager in SFO, CA","Data Warehouse, ETLs (Informatica PowerCenter, IDQ and/or SSIS), Data Mart, SCD types, SQL, Any scripting language(s), Oracle / SQL Server database",3 - 5 yrs,
19027,Jr. Support Engineer Fixed Income Trading Floor,"UNIX/ Linux (Bash/Perl/Python/Shell) Scripting; SQL (DB: Oracle/Sybase/Sql Server), Web Application Support",1 - 6 yrs,
19028,"Kony Developer reqd in Chicago, IL","Mobile,JavaScript, Kony6.0, enterprise mobile applications",1 - 2 yrs,
19029,Salesforce Administrator,"Salesforce, Apex, Trigger, Release Management",2 - 7 yrs,
19030,Salesforce Developer,"SALESFORCE, APEX, DEVELOPER",3 - 5 yrs,
19031,Chief Information Security Officer,"Strong web security, HIPAA",1 - 4 yrs,
19032,Process Development Engineer,"Semiconductor, Laser, Thermal annealing",5 - 8 yrs,
19033,Sr. System Administrator - W2 only,"""System Administrator"", ""sys admin"", RayPack, app-V, Wise, Flexera, SCCM, VB Scripting, Powershield",4 - 7 yrs,
19034,Systems Administrator,"Systems Administrator, Linux, Windows, Citrix, VMware, Active Directory, Exchange, Outlook, Oracle or SQL",2 - 5 yrs,
19035,UX/UI - Global Components Lead,"UX/UI Style Guide, Android , IOS, Web, Adobe Experience Manager (AEM)",2 - 4 yrs,
19036,Embedded Software Engineer,Embedded Software Design Engineer,2 - 5 yrs,
19037,Demandware Consultant,"Experience in GIT/Stash/Source tree, retail, e-commerce",7 - 10 yrs,
19038,Oracle SOA Developer,"Oracle SOA Suite 11g Framework, OSB, OSB, Oracle Server Bus, BPEL, WebLogic 10.3, PL/SQL, SQL, Fusion Middleware, XML, XSLT, XSD, Parsers, DB Adapter, Oracle Apps Adapter, AQ Adapters, JMS Adapters",2 - 7 yrs,
19039,Security Engineer,"Hands-on experience with email gateway systems. IE IronMail, IronPort, etc. Proofpoint preferred Familiar with cloud based email service providers IE. Symantec/Message Labs",4 - 7 yrs,
19040,Java Developers,"Java Development, Agile environments, HTML, C#, .NET",2 - 6 yrs,
19041,Great Plains Administrator,great plains,0 - 3 yrs,
19042,SAS Functional Support,"FACTS, SAS, Pharma",10 - 13 yrs,
19043,Systems Developer-Billing/PeopleSoft,"Exceed Billing, Premium Billing 360, or PeopleSoft",0 - 1 yrs,
19044,Senior Full-Stack Developer,"Ruby on Rails, Java, C#, Linux, JavaScript, Backbone.js, Angular.js",1 - 2 yrs,
19045,.NET Software Engineer Web Specialist,"c#, javascript, jquery",5 - 10 yrs,
19046,Oracle Finance treaury Lead consultant,Oracle Finance functional Treasury,4 - 9 yrs,
19047,SQL Server DBA (Mid-Level) - Hedge Fund,"SQL Server, DBA",15 - 18 yrs,
19048,JD Edwards Manufacturing Consultant,"JD Edwards, JDE, Consultant, Consulting, Manufacturing, EnterpriseOne, Implementation, Upgrade, Support, Planning, Shop Floor, MFG Work Orders, PDM, ETO, Quality Management, Configurator",3 - 5 yrs,
19049,Infrastructure Project Manager,Infrastructure Project Manager,4 - 8 yrs,
19050,Application Developer,".NET software development, SOAP, API, Windows Foundation Workflow, LINQ, Entity Framework, Microsoft SQL Server, Transact-SQL, Microsoft SSIS, Microsoft SSRS, Microsoft Visual Studio, XMLSpy",0 - 3 yrs,
19051,Network Engineer,Break Fix - Support Role - Not Design (Work from home 1 day / week),1 - 6 yrs,
19052,Information Security Analyst,"corporate security, data security, security awareness, training, threat intelligence, information security, google applications, security initiatives, best practices",2 - 7 yrs,
19053,Solutions Architect,"Solutions Architect, Platform Engineering, DevOps",4 - 7 yrs,
19054,JD Edwards Finance Consultant,"JD Edwards, JDE, Finance, Consulting, EnterpriseOne, Implementation, Upgrade, Support",2 - 7 yrs,
19055,Software Developer - Java - 3-4 years,JEE; EJB;Hibernate; Spring; web services; Oracle,2 - 5 yrs,
19056,Infrastructure Storage Engineer,"SAN/NAS, VMware, Veritas, Netbackup, Backup, Recovery",4 - 7 yrs,
19057,Web Developer,"Web Developer, Oracle, .Net, Graphic Design, SQL",2 - 7 yrs,
19058,Data Center Technician,data center technician,2 - 7 yrs,
19059,"SAP ABAP ( Credit card, TM, FI) - Urgent","ABAP/4, FI, TE, credit card transfer, inbound and outbound data transfer",3 - 7 yrs,
19060,Performance Engineering Manager,"QA, Quality Assurance, Performance testing or engineering, test development and execution, Vugen script with HTTP,HTML, Web Services",1 - 3 yrs,
19061,Senior Developer / Project Lead,"5+ years experience, BS degree, AngularJS, Web API, GIT, CSS3, VS2015, WebStorm, SQL, JavaScript, TFS, Bootstrap, WCF, .Net Framework, Asp.net, Entity Framework, MVVM, SSIS, Jenkins & Powershell a +",0 - 3 yrs,
19062,Agile Project Manager HR,Agile Project Manager HR,9 - 12 yrs,
19063,Product Manager - Marketing & Sales Automation,"marketing and sales automation, product management",2 - 7 yrs,
19064,Security Architect,"Security,Symantec end point",2 - 7 yrs,
19065,Multiple Cyber Security Openings,cyber security,10 - 15 yrs,
19066,IBM Filenet Technical Lead with CMOD experience,"IBM Content Manager OnDemand 9.x Configuration, Development and Support, IBM Filenet",0 - 2 yrs,
19067,Tech Industry - Jr. Business Analyst - Financial Modeling - Investment Analysis,"Tech Industry acumen, Financial Modeling & Analysis, Research & Analysis, Market analysis, Relationship Management, Mergers & Acquisition, Profit &Loss, MSOffice Suite",18 - 21 yrs,
19068,Lead Front End Software Developer,"Angular, REACT",2 - 7 yrs,
19069,Software Engineer,Software Engineer,2 - 7 yrs,
19070,Sr .NET Developer/Full Stack (115K),"ASP.NET, C#, SQL Server, MVC 5, Web API, HTML 5, CSS, JavaScript, jQuery",2 - 4 yrs,
19071,IBM ODM,IBM ODM,3 - 6 yrs,
19072,UI Developer,UI Developer,1 - 3 yrs,
19073,Mulesoft Consultant,"Mulesoft, HTTP,HTTPS, WSDL, SOAP, REST, JDBC, JMS, XML, XSLT, JSON",3 - 5 yrs,
19074,Operation Lead,"Ab Initio, Ab Initio ETL Infrastructure, ETL, Infrastructure, End User Support Operation Lead, Development, Leading, Managing, Global Operations Team",2 - 3 yrs,
19075,UX Designer,Research/ UX design/ Information architecture,1 - 6 yrs,
19076,Supply Chain Specialist - eCommerce,"""Supply Chain""/""Inventory Management""/""Merchandise Planning""/""Data Extraction""/Excel",2 - 7 yrs,
19077,Identity & Access Management Engineer,"Identity & Access Management Engineer, IAM Engineer",14 - 19 yrs,
19078,System Engineer,"VMWare, storage area, diaster recovery",5 - 8 yrs,
19079,.Net Developer,"5+ years C#, ASP.Net, MVC, Web Forms, Entity Framework and SQL Server",1 - 2 yrs,
19080,PeopleSoft Programmer,"Peoplesoft, ELM, HCM, PeopleTools, SQL, PUM, Weblogic,PeopleSoft Financials, Oracle",0 - 3 yrs,
19081,LAN Server Engineer,"LAN/WAN, Systems/Network Engineer, Anti-Virus, Malware, BSOD, Data Recovery, TCP/IP, DNS, DHCP, Wireless, VLAN, QOS, Routing, Switching, Subnetting, NAT, Windows Server 2008 R2, AD, Exchange, Hyper-V",2 - 5 yrs,
19082,"Business Systems Analyst (Tableau, reporting exp)___MS","Business Analyst/Process Analyst/ Business System Analyst, Tableau, reporting, Portfolio",2 - 7 yrs,
19083,IT Security Engineer,"security, SIEM, CISSP, PowerShell, Python, Firewalls",7 - 10 yrs,
19084,JDE Software Developer/Programmer,"JD Edwards, JAVA, ERP, ERW",2 - 7 yrs,
19085,JD Edwards Consulting Services Manager,"JDE PM full life-cycle experience of implementations & upgrades; functional in a JDE application suite;leadership of concurrent projects & team; pre-sales discovery/scoping, estimation & presentations",6 - 8 yrs,
19086,Configuration Management Specialist,"Configuration Management, Active Clearance, DoD, Engineering,",1 - 2 yrs,
19087,SQL/SSIS/ETL Developer,"SQL/ETL, SSIS, data warehouse, programming experience; either C# or",5 - 10 yrs,
19088,IT Release Manager,IT Release Manager,2 - 6 yrs,
19089,Full Stack Developer-Angular,"Angular 2, Spring Security, JS testing, Jasmine, Karma, Postman, HTML5, CSS, AJAX, JavaScript, CSS, LESS, SASS, REST, JSON, AJAX, JPA, Java, OO",6 - 9 yrs,
19090,Data Modeler,"Data Modeler, Erwin, SQL Developement",5 - 10 yrs,
19091,Mechanical Design Engineer,"CAD, Plastic design, Casting and extrusion",2 - 7 yrs,
19092,Azure Cloud Engineer- Infrastructure,"Microsoft Azure, Infrastructure, Engineer",1 - 3 yrs,
19093,Vmware/Citrix Engineer,"Vmware,Citrix,engineer,Xenapp,vsphere,netapp",1 - 6 yrs,
19094,Lead Storage Engineer,EMC; Storage; Virtualization; IBM; Linux; Windows,0 - 3 yrs,
19095,Drupal Consultant,"Drupal, PHP",1 - 5 yrs,
19096,Account Manager,"Sales,healthcare,Account Management",6 - 9 yrs,
19097,QA Engineer,7+ years software QA experience including the SDLC,15 - 18 yrs,
19098,Sr. Sharepoint Developer,sharepoint,2 - 5 yrs,
19099,Java/ Scala Developer,"Java, Scala",1 - 4 yrs,
19100,Identity & Access Management (IAM) Consultant,Identity & Access Management (IAM) Consultant,1 - 4 yrs,
19101,Software Engineer - Clearance Required,Must have at least a current active US SECRET security clearance.,0 - 3 yrs,
19102,Sales & Marketing Operations Associate,"excel, Saleforce, CPQ applications, Licensing Tools",0 - 3 yrs,
19103,UI Frondend Developer,"UI Frontend developer, AngularJS, CSS,HTML, MVC framework, Java, j2ee, Nodejs, NPM, JAXRS JSON tomcat",2 - 5 yrs,
19104,C# .NET Developer,"C#, SQL, MVC, WPF, SaaS, Git, GitHub, BitBucket, Agile, ASP.NET",2 - 5 yrs,
19105,Senior IT Sourcing Specialist,"IT Sourcing/Procurement Experience, Spend Analysis",2 - 7 yrs,
19106,Test Manager( E-commerce and billing),"E commerce application testing, icoms /amdocs/csg, Project management certifications.",2 - 7 yrs,
19107,Senior Developer,Swift C Arduinos Java SQL Python Linux,1 - 4 yrs,
19108,IT Infrastructure Project Manager - Direct Hire / Fulltime / Perm,IT Infrastructure Project Manager - Direct Hire / Fulltime / Perm,15 - 18 yrs,
19109,Product Manager,(EHR OR EMR) AND Healthcare,2 - 6 yrs,
19110,"Required .Net developer Sitecore in Chicago, IL- FACE TO FACE INTERVIEW","sitecore,asp.net,c#,ssis,",2 - 3 yrs,
19111,Java Developer,"Java, Spring, SOAP services, RESTful services",2 - 5 yrs,
19112,.NET Technical consultant,""".net"" AND ""proficy""",8 - 13 yrs,
19113,Kronos Architect,"Kronos Architect , Kronos Time and Attendance software",3 - 8 yrs,
19114,Director of Enterprise Architecture,"soa, enterprise architecture",2 - 7 yrs,
19115,Oracle HCM - Advanced Benefits (OAB) Functional,Oracle HCM - Advanced Benefits (OAB) Functional,10 - 15 yrs,
19116,CPQ Cloud Architect,"Oracle, CPQ, CPQ Cloud",3 - 7 yrs,
19117,Sr. Microservices/Cloud Developer,"Java Microservices, Cloud Foundry, AWS Developer",2 - 5 yrs,
19118,Senior Systems/Network Engineer,"DNS, LDAP, IMAP, SMTP, HTTP, NFS, RADIUS, Keberos, OSPF, VLAN, LACP, SNMP, scripting",2 - 5 yrs,
19119,Business Analyst,Business Analyst,1 - 2 yrs,
19120,.Net Developer,"C#, .NET, SQL, React.js, Azure, Bootstrap, Web UI",2 - 7 yrs,
19121,Performance Tester,Mechanical Engineering,2 - 7 yrs,
19122,BigData- Development Manager,"Strong background in C#/C++/Java, and SQL, distributed systems and BigData",1 - 6 yrs,
19123,MySQL/NoSQL (DBA)Database Administrator,"MySQL, Mongo, Cassandra, monitoring, schema design, performance tuning, sharding, configuration, provisioning",0 - 3 yrs,
19124,IT Support Analyst (Off -Shift),"ITSM, IT Support, Esca, atopm",15 - 19 yrs,
19125,Database Developer,Software Engineer 3,10 - 15 yrs,
19126,Systems Administrator,"LAN, WAN, DNS, TCP/IP",2 - 7 yrs,
19127,DevOps Architect/DevOps Consultant-,"devops,azure,jenkins,chef,puppet,cloud,bamboo,devops,azure,jenkins,chef,puppet,cloud,bamboo,devops,azure,jenkins,chef,puppet,cloud,bamboo,devops,azure,jenkins,chef,puppet,cloud,bamboo,devops,azure,",4 - 5 yrs,
19128,SAP BO/BW - Contract - MN,SAP BO BW HANA TM ACM,1 - 6 yrs,
19129,Software Engineer,"C, C++, Windows, C# .net, WPF",2 - 7 yrs,
19130,Senior CAE Software Frameworks Engineer,"C++, client server, Frameworks,",1 - 2 yrs,
19131,"IT Software Applications Architect IOT @ Fort Worth, TX","IT Software Applications Architect IOT (Internet of Things),Cloud/PaaS (such as MS Azure), Technical Architect, C#, ASP.NET, .NET,Web/Mobile Apps architecture, SDLC, Big Data & Analytics, IOT,",2 - 5 yrs,
19132,Product Manager,Product Management,0 - 1 yrs,
19133,Citrix Administrator - LOCAL TO THE MINNEAPOLIS AREA,Citrix Administrator,5 - 10 yrs,
19134,Test Lead with TFS/VSTS/MS test Manager,TFS/VSTS/MS test Manager,2 - 7 yrs,
19135,Senior .NET Developer,"C#, SQL Server, Web Services, RWD, Heroku, AWS, Angular, React, Ember, JavaScript, Developer",0 - 5 yrs,
19136,Java Developer,"Java,J2EE,Rest,Soap,Spring",2 - 7 yrs,
19137,Database Administrator II,"Experience with IBM DB2 Administration, Automation, Table Editor, SQL Performance Analyzer, Log Analysis, Query Monitor, Websphere Replication, Omegamon XE for DB2 PM",15 - 17 yrs,
19138,Oracle Financials Developer - Maritz IT Services,"Full Time, Full time",3 - 6 yrs,
19139,QA Engineer,QA Engineer Quality Assurance testing software testing linux SQL,0 - 1 yrs,
19140,QA (SAP Hybris),QA (SAP Hybris),2 - 7 yrs,
19141,Web Application Developer,"SQL Management Studio 2008/2010/2012, Microsoft SQL Server 2012, SSRS, SSIS, T-SQL, ASP.NET",3 - 10 yrs,
19142,Application Developer,"Java, J2EE, SQL, Agile, web applications, javascript frameworks, EJB, Hibernate",3 - 8 yrs,
19143,Oracle Fusion Middleware,Oracle Fusion Middleware Admin,0 - 2 yrs,
19144,Command Center System Administrator,"Windows, Linux, scripting,",2 - 7 yrs,
19145,Lead Applications Developer,"MVC Framework, Symfony, PHP 5.4+, AngularJS, MySQL DBA, LAMP, Scrum, Eloquent, SOLID, Agile Methodologies, GIT, AWS",3 - 5 yrs,
19146,Junior Java Developer,"Java, SQL",0 - 2 yrs,
19147,.Net Developer,"3+ years full stack Microsoft development experience including C#, ASP.Net and SQL Server",2 - 5 yrs,
19148,Technical Project Manager (Data Warehouse/ETL),5+ years data warehouse and business intelligence project management experience; must have Agile/Scrum experience,2 - 6 yrs,
19149,Senior Test Analyst,"QA, Test Automation, Test Development, HP Quality Center or HP ALM,",1 - 2 yrs,
19150,Solution Architect - Java,Java/J2EE; web based application development; architect; database,10 - 15 yrs,
19151,Java Developer and Java Lead- Fulltime roles,Java,2 - 4 yrs,
19152,Sr IT Validation Specialist,Lab Systems,5 - 10 yrs,
19153,Sr Network Engineer,W2 Only. Cannot sponsor at this time.,2 - 7 yrs,
19154,Full Stack Developer,API,8 - 10 yrs,
19155,Lead PeopleSoft HCM Analyst,PeopleSoft HCM modules SQL Oracle,1 - 2 yrs,
19156,Director - Sales Marketing,"Sales, Marketing, webinars, B2B Marketing, Marketing Collateral",1 - 6 yrs,
19157,Senior Talend Developer,Senior Talend Developer ETL Informatica IBM Data Stage,0 - 3 yrs,
19158,NAV Developer -- bonus and warm weather,"nav, navision",1 - 3 yrs,
19159,"IT Manager, Data Center Services","IT Manager, Database Services, Database, Vendor Management",2 - 7 yrs,
19160,Database Engineer-PostgreSQL,"PostgreSQL, Oracle",7 - 10 yrs,
19161,Sr Android Developer : Full time - KC Based Company,"Development in writing Android mobile applications, experience with corresponding languages such as Java, Python, and/or Objective C",2 - 5 yrs,
19162,Postgres SQL Developer - Database,Postgres SQL Developer Database DW SQL,3 - 8 yrs,
19163,PeopleSoft DBA/Administrator (Perm),"PeopleSoft, Oracle, UNIX, MS SQL",3 - 6 yrs,
19164,Business Analyst 5,"Expert Verbal, Written Communication , SUITE methodology",7 - 12 yrs,
19165,IT Resources Analyst,"Education and/or experience = to 8 yrs in positions such as Programmer Analyst, Business Analyst or Management Analyst.",2 - 5 yrs,
19166,Microsoft Dynamics AX Azure General Developer / Configuration (Wor,AX 2012 R3,2 - 7 yrs,
19167,Oracle BI Senior Sales Consultant,"Sales, Oracle, Oracle BI, Obiee, BI Apps, Sales Consultant, Sales Representative, Pre-Sales,",2 - 7 yrs,
19168,Systems Engineer,"IP and Ethernet technologies, Data Center Ethernet, 100/40/10GigEth. L4-L7 technologies",1 - 2 yrs,
19169,Database Administrator,"Databases, MySQL, Postgres, Linux",5 - 8 yrs,
19170,PeopleSoft Developer,"PeopleTools, including Application Designer, online customizations, PeopleCode, Application Engine, Component Interface, Integration Broker, Process Scheduler, PS Query and Data Mover",3 - 6 yrs,
19171,Financial Consultant 3,"Access, BETA Back Office, Detail Oriented, Excel, Finance, Organizational Skills, Prioritizing Skills, Project Management, Verbal and Written Communication Skills",4 - 8 yrs,
19172,Application Production Support Engineers,"HTML, PL/SQL, C#, .NET, Tier II and TierIII production support",2 - 7 yrs,
19173,IOS Technical Lead,IOS Technical Lead or Lead Full Stack Developer,2 - 5 yrs,
19174,Web Design Specialist,ASP.NET MVC C# SQL HTML5 CSS XML JavaScript jQuery Web Design,2 - 7 yrs,
19175,"Manager, IT Service Management","manager, Service desk",4 - 5 yrs,
19176,Sr. Project Manager,"management, multi task, scope, budget, cost, quality, methodology",2 - 5 yrs,
19177,Network/Systems Engineer,"The Network & Systems Engineer will provide the engineering, configuration, installation, maintenance, and upgrade of our global network & systems infrastructure, including routers, switches, firewall",4 - 9 yrs,
19178,Web Developer,Web Developer,2 - 7 yrs,
19179,TIM/TAM Developer,"IBM Security Identity Manager, IBM Directory Integrator, WebSEAL, Tivoli Directory Server, TIM, TAM, J2EE, SQL, WebSphere portlets, SQL, DB2, Web Services, LDAP, XML, Active Directory.",2 - 6 yrs,
19180,C# | Front Office Hedge | Trading Area,"C#, server, trading, ""front office"", ""front-office"", hedge",2 - 4 yrs,
19181,Project Manager - Pharma/Clinical Systems,"Project Manager - Pharma/Clinical Systems, PMP,",3 - 6 yrs,
19182,Lead QA Automation Engineer,"Automation QA / tester, Protractor, Angular, Selenium, WebDriver, Java, mobile QA",8 - 10 yrs,
19183,Weblogic Administrator,"Weblogic, J2EE troubleshooting, Unix/Linux",5 - 10 yrs,
19184,Full Stack PHP Software Development Lead,"Agile, Architecture, CIO, DB2, Development, HTTP, IBM, JavaScript, Management, PHP, Project, RPG, SDLC",2 - 7 yrs,
19185,Product Analysis (eCommerce Search),"Search Product Expert, monitor search/browse/category pages, Search operations",2 - 3 yrs,
19186,Test Engineer w/Top Secret,Candidate must have existing TS clearance. Must be willing to work in Dallas TX or Aurora CO area for the duration of the project. No remote work.,0 - 3 yrs,
19187,Websphere SME,"IBM WAS, IBM BPM, ODM, CPLEX",2 - 7 yrs,
19188,"SR. MICROSTRATEGY CONSULTANT-Schaumburg, IL-12+ Months","Microstatergy Development, Data Integration, replication, SQL, Agile",5 - 7 yrs,
19189,Jr. SQL Solutions Engineer,sql,5 - 8 yrs,
19190,Software Application/Database Developer,Oracle,1 - 5 yrs,
19191,Infrastructure Engineer,Linux; Windows; Citrix; VMware; Exchange,2 - 5 yrs,
19192,JD Edwards Application Managed Services Support,"5 years JDE functional experience, EnterpriseOne 9.x, Distribution, Manufacturing and/or Procurement, Finance.. Excellent skills in communication, time mgment skills, organizational, trouble shooting",0 - 3 yrs,
19193,Senior .NET Developer,".NET 4.0+, C#, Entity Framework, ASP.NET MVC, SQL, Fullstack Software Development",5 - 10 yrs,
19194,.Net Software Developer - Senior,"Bachelors degree in CS, CIS or related technical field plus 8 or more years of relevant industry experience is required.",3 - 5 yrs,
19195,UI Front-end engineer,"UI Front End engineer, React, Rails, D3 long term contract",2 - 7 yrs,
19196,IT Sales/Business Development,"""IT Sales Executive"", """"Business Devlopment Executive""",1 - 3 yrs,
19197,"Principal Architect Computer Vision in San Jose , CA","iot, 3D, C/C++,OpenCV, PCL, CGAL",1 - 6 yrs,
19198,"Automotive Domain Software EngineerC or C++,QNX @ Peachtree City,GA","C ,C++, QNX, Linux, Automotive, Audio, multimedia, Digital Signal Processing,OS concepts , Messaging frameworks, Product Architecture , Design / code reviews, infotainment,",7 - 12 yrs,
19199,Systems Engineer,Candidate must be able to obtain a clearance. Must be willing to work in the Aurora area for the duration of the project. No remote work.,8 - 13 yrs,
19200,Credit Bureau Report Writer,"reporting analyst, report writer, data analyst, excel,data validation, credit bureau, experian, equifax, credit reporting, trw, innovis, consumer data, metro2",15 - 20 yrs,
19201,Payment Processing SME,Payment Processing SME,1 - 3 yrs,
19202,Technical Writer,"compliance, ISO 27001, process documentation, flow charts, working with IT",1 - 3 yrs,
19203,Lead Software Developers,"HTML, PL/SQL, C#, .NET, Java, Microsoft Dynamics",1 - 2 yrs,
19204,Data Integration Analyst - Fast growing healthcare organization!,"Data Integration, SQL, Excel, Project Management",3 - 8 yrs,
19205,Verification Engineer ( System Verilog),"Verification, System Verilog, UVM",5 - 8 yrs,
19206,Data Modeler,"data design, data modeling, data governance, data quality, metadata management",3 - 5 yrs,
19207,KPI Visualization Business Analyst,"BA, BSA, Excel, Access, PowerPoint",1 - 4 yrs,
19208,Junior Software Engineer - Local Candidates only,"Proficient in one or more modern programming languages (C++, Java, C#, Ruby, Python)",2 - 7 yrs,
19209,Project Manager,"pmp, pmbok, agile, scrum, cpic, MIS, CIS,",3 - 8 yrs,
19210,Workday Application Specialist,"Workday Studio, implementation, integration, configuration, Payroll, HR, deployment,",6 - 9 yrs,
19211,QA Testing Lead,QA Testing Lead,1 - 6 yrs,
19212,SharePoint Developers,"SharePoint Developer, Agile methodologies, design/develop/enhance/debug/implement software",2 - 7 yrs,
19213,Business Analyst,diagramming dataflow,1 - 3 yrs,
19214,Senior Linux Engineer,"Linux, Red Hat",4 - 7 yrs,
19215,UI/JavaScript Developer,"Javascript, Native CSS, HTML Javascript",8 - 13 yrs,
19216,IT Storage Specialist (Partial Remote),"SAN, EMC, Cisco Fabric Manager",2 - 5 yrs,
19217,.NET Developer,C#,3 - 8 yrs,
19218,SAP FICO Consultant,"SAP FICO ew GL, AP, AA,",1 - 2 yrs,
19219,"VMWare Engineer, Level 2","MWare 5/6, vCenter Hardening, ESXi, Implementation, Performance Monitoring, VCOPS, Migration, NOC, Windows 2012, AD, App D, Extra Hop, Splunk, vBlock, Nutanix, Linux Red Hat, Citrix, IIS, EMC",3 - 8 yrs,
19220,Agency Service Contracts,Agency service contract supply chain,1 - 4 yrs,
19221,Build and Release or Devops Consultant,"Build and Release, Java, Jenkins, SVN",2 - 5 yrs,
19222,Sr Informatica Developer,"Informatica, Shell scripting, Unix, ETL, Toad",2 - 7 yrs,
19223,Peoplesoft Technical Upgrade Specialist,"""PeopleTools Suite"" or PeopleCode or ""PeopleSoft Objects"" or ""Federal HR""",1 - 2 yrs,
19224,Data Manager,SQL AND Data Analysis,2 - 7 yrs,
19225,Sr. Automation Architect,Automation Framework AND Continuous Delivery,0 - 1 yrs,
19226,Principal Software Architect - .Net/SaaS/Florida,"architect, cqrs, event sourcing, .net, mobile, web, saas,",5 - 7 yrs,
19227,Scala AKKA Developer,"scala, AKKA",0 - 3 yrs,
19228,"Immediate Hire for SAP WM /EWM Consultant at Branchburg,NJ","Need SAP WM /EWM Consultant ,Need SAP WM /EWM Consultant ,Need SAP WM /EWM Consultant ,Need SAP WM /EWM Consultant ,Need SAP WM /EWM Consultant ,Need SAP WM /EWM Consultant",3 - 6 yrs,
19229,Manager of Network Engineering,Sales General,1 - 3 yrs,
19230,BI Developer,"SQL Server, DDL, DML,SSIS,SSRS, SSAS, OLAP, analytics, data mining, benchmarking, predictive analytics, Business Objects web intelligence",1 - 6 yrs,
19231,Performance Tester,"Development and Performance/Load testing on Enterprise Web Applications,Microsoft IIS 7.0, Performance Tuning",5 - 10 yrs,
19232,business analyst,looking for resource... Business Analyst,2 - 7 yrs,
19233,Magento Engineer,"Magento, Magentos theme system, EAV, WordPress, custom modules and themes",2 - 7 yrs,
19234,Sr Hadoop Administrator,"Hadoop Administration, Cluster builds, 100+ node, HBase, Python, Linux,",2 - 5 yrs,
19235,Business Intelligence Analyst/Developer,Business Intelligence; ETL;SQL; data model; reporting; data mart;data warehouse,4 - 7 yrs,
19236,VB.Net Developer,"VB.Net, ASP.Net, HTML, CSS, JavaScript, MSSQL",4 - 6 yrs,
19237,Business Analyst with DATA and Agile,"Data analysis, Business Objects, Agile",1 - 3 yrs,
19238,Network Technician,"Bachelor's degree in Computer Science, Information Technology or similar",2 - 5 yrs,
19239,HP OMi/BSM Engineer,"HP OMi 10 , BSM",2 - 5 yrs,
19240,Java Developer,"Java, Java 8, developer, full stack, Angular, Groovy",3 - 5 yrs,
19241,Network Engineer,CCNP certification,2 - 5 yrs,
19242,"Manager, Software Engineering (Java)","Java, J2EE, Salesforce.com, SQL",3 - 5 yrs,
19243,ACH Manager,ACH,1 - 3 yrs,
19244,Senior CAE Software Frameworks Engineer,"C++, client server, frameworks",12 - 15 yrs,
19245,"Solutions, Architect/Lead Developer",Excellent written and oral communication skills.,2 - 5 yrs,
19246,"Senior Software Developer, Adaptive Mesh Generation","mesh generation, C++, geometry",5 - 10 yrs,
19247,iOS Software Engineer,"3+ years software development, Objective-C or Swift and the Foundation API, Agile Environment, self starter, Ability to communicate clearly with team members and clients, Highly motivated and dependab",7 - 8 yrs,
19248,Senior DevOps Engineer,"Jira/Bitbucket, GIT, DEV, TEST, Jenkins, TeamCity, Bamboo, Travis, OSX/Linux, SVN, GIT, Zookeeper, Kafka, Otto, HashiCorp",2 - 5 yrs,
19249,ios Developer,"ios, objective-C, Swift",1 - 4 yrs,
19250,Engineering Manager,Acitve Clearance with investigation within the past 5 years,5 - 10 yrs,
19251,Packaging Software Engineer,"Windows 7, Windows Server 2008/2012 along with an advanced knowledge of Microsoft Active directory environments, InstallShield, Wise Packaging Studio, Flexera Admin Studio, Strong scripting skills,",4 - 6 yrs,
19252,Database Consultant,Cisco Informix database SQL Cisco ODBC Connector Call Center import export,8 - 10 yrs,
19253,Build / DevOps Engineers,"BUILD DevOps Engineering, DoD Top Secret Clearance, TELECOMUTE, REMOTE",1 - 6 yrs,
19254,Systems Engineer (deployment),"build, deploy, release, configuration, scm, firewalls, performance monitoring",1 - 3 yrs,
19255,LAN/Network Engineer,See Job Description,3 - 4 yrs,
19256,IT Network and Telecommunications Manager [90-105k/yr+bonus],"3 yrs Management exp, 5+ yrs implementing/supporting/troubleshooting of network/voice infrastructure equipment, systems and software, CCNA, CCNP, Cisco WAN/LAN/VOIP/CUCM technology",3 - 5 yrs,
19257,"New Job for NodeJS Developer at Pleasanton, CA (FULLTIME)","NodeJS, Caching, jQuery, Bootstrap, JSON, AngularJS and REST API, Polymer, HTML, CSS, JavaScript",1 - 3 yrs,
19258,Project Manager - Ios and Android,"Ios, Android",1 - 3 yrs,
19259,Data Engineer,"R, SPSS, Stata, Statistics",1 - 2 yrs,
19260,Service Now Developer,"ServiceNow, ITIL, SAML, CMDB",0 - 1 yrs,
19261,Logistics/ Oracle WMS Functional role,"understanding in Warehousing / Logistics area. 4 WMS implementation experience in large distribution warehouses. Oracle - Loftware label integrations, troubleshooting issues in Oracle MWA.",3 - 8 yrs,
19262,Deployment Project Manager,"ITIL, PM, Network Deployment, Communications",5 - 8 yrs,
19263,Data Analyst,"SQL/SP, Linux,Java, XML, DB2",2 - 7 yrs,
19264,Program Manager,"program management, systems engineering",2 - 5 yrs,
19265,Red Shift Architect,Red Shift Architect,2 - 7 yrs,
19266,.Net developer,"Strong .Net development skills and experience. MVC framework. Understanding of SQL Server, BizTalk would be a plus",10 - 12 yrs,
